nn_W;np_W;nominal_W;neoclass_W;poss_pronoun_W;pronoun_all_W;p1_perspron_P;p2_perspron_P;p3_perspron_P;it_P;pospers1_W;pospers2_W;pospers3_W;adj_W;atadj_W;predadj_W;prep_W;past_tense_F;will_F;modal_verb_V;verb_W;infinitive_F;passive_F;coordination_F;subordination_F;interrogative_S;imperative_S;title_W;salutation_S;place_adv_W;time_adv_W;prep_initial_S;adv_initial_S;text_initial_S;wh_initial_S;disc_initial_S;nonfin_initial_S;subord_initial_S;verb_initial_S
21.813.644;1.345.555;4.578.028;2.851.454;0.692296;3.270.553;11.316.667;0.000000;17.116.667;13.366.667;1.271.455;0.000000;1.295.955;7.622.849;6.179.626;1.443.223;9.846.576;5.042.857;3.985.714;5.481.443;15.607.524;7.321.429;11.276.190;20.492.857;21.797.619;2;2;0.000000;0;0.241207;0.243932;8;10.000.000;0;2.000.000;0;0;9;2.000.000
27.425.954;1.909.860;8.949.209;1.161.614;0.659577;1.579.479;0.500000;0.000000;11.666.667;5.333.333;0.174566;0.000000;1.197.294;9.286.596;8.379.823;0.906773;10.904.135;18.700.000;2.666.667;1.942.857;12.563.337;31.816.667;12.250.000;44.800.000;;2;1;0.000000;0;0.031250;0.205987;12;10.000.000;0;3.000.000;0;2;5;1.000.000
24.676.109;4.217.424;5.687.857;1.244.452;0.666497;2.061.492;0.000000;0.000000;13.166.667;8.500.000;0.000000;0.000000;1.553.573;11.554.664;10.478.747;1.075.916;12.624.203;3.500.000;2.500.000;4.711.111;11.489.291;8.416.667;17.000.000;;22.333.333;0;0;0.000000;0;0.067619;0.332929;13;13.000.000;5;0.000000;0;5;9;0.000000
26.121.689;5.088.154;7.630.564;0.590665;1.633.951;3.133.361;1.000.000;0.000000;20.500.000;17.666.667;0.205094;0.000000;2.824.490;8.336.701;8.163.862;0.172839;13.905.412;10.666.667;2.416.667;3.670.238;14.117.668;29.000.000;15.250.000;;17.750.000;0;0;0.055556;0;0.050000;0.025641;30;9.000.000;1;0.000000;0;1;5;0.000000
28.052.040;3.894.415;10.804.966;0.790270;4.196.023;7.883.267;18.366.667;0.000000;14.566.667;6.100.000;4.421.503;0.000000;2.712.881;8.527.624;5.599.604;2.928.020;14.021.237;39.000.000;0.000000;2.152.381;16.046.648;;22.166.667;;22.416.667;2;0;0.000000;0;0.130593;1.140.297;15;12.000.000;1;1.000.000;0;2;6;0.000000
23.848.531;0.170462;6.515.995;1.137.246;1.516.279;4.693.199;0.250000;0.000000;37.500.000;12.833.333;0.043478;0.000000;4.419.911;8.221.123;6.629.831;1.591.291;12.828.029;5.333.333;4.833.333;2.809.524;17.815.172;39.116.667;12.683.333;;24.350.000;1;0;0.000000;0;0.141693;0.304694;13;39.000.000;0;0.000000;0;1;2;0.000000
26.778.642;2.171.480;10.038.423;2.644.016;0.636082;6.169.699;25.500.000;0.000000;25.500.000;13.000.000;2.514.624;0.000000;2.474.648;14.772.584;11.330.575;3.442.009;12.228.354;9.366.667;0.500000;17.736.905;27.888.161;18.333.333;18.333.333;;31.566.667;5;0;0.000000;0;0.125000;0.884129;14;28.000.000;0;2.000.000;0;6;12;1.000.000
19.471.778;3.917.493;5.191.682;0.300389;0.675551;4.852.945;2.583.333;0.000000;35.083.333;15.666.667;0.486177;0.000000;3.154.633;9.853.491;6.864.106;2.989.385;9.266.473;5.592.857;0.250000;4.946.825;15.512.148;21.751.190;8.458.333;35.435.714;22.827.381;4;0;1.514.110;0;0.134387;0.209389;17;8.000.000;5;2.000.000;0;2;10;0.000000
32.849.265;1.985.813;15.624.706;0.549084;1.314.950;5.776.550;4.666.667;0.000000;27.500.000;11.666.667;0.459791;0.000000;3.892.634;9.937.723;7.165.629;2.772.094;14.603.919;3.783.333;2.783.333;10.888.095;22.381.152;;8.283.333;;25.716.667;3;0;0.000000;0;0.000000;0.953573;13;36.000.000;9;1.000.000;0;1;3;0.000000
22.868.514;1.873.739;7.820.101;1.321.880;1.397.335;2.091.372;0.000000;0.000000;7.666.667;6.000.000;0.000000;0.000000;1.804.289;11.640.280;10.557.561;1.082.719;11.066.933;61.916.667;0.000000;3.069.444;13.150.956;;18.000.000;;14.916.667;1;0;0.000000;0;0.051282;0.514364;11;16.000.000;1;1.000.000;0;1;4;0.000000
22.497.596;2.329.161;5.572.525;0.394952;1.599.161;4.943.532;4.233.333;0.000000;21.883.333;10.933.333;0.660935;0.021277;3.140.060;7.683.896;5.632.523;2.051.373;11.027.830;25.259.524;2.000.000;7.278.968;19.481.088;20.159.524;15.442.857;24.726.190;20.795.238;0;6;0.000000;0;0.000000;0.397920;12;18.000.000;1;2.000.000;0;4;11;6.000.000
22.387.551;4.149.936;8.076.930;1.572.273;0.705634;2.435.967;1.500.000;0.000000;21.000.000;13.833.333;0.131335;0.000000;1.877.600;10.101.923;8.223.689;1.878.234;12.392.448;74.666.667;0.500000;2.627.381;14.827.228;18.833.333;12.833.333;;20.050.000;1;1;0.000000;0;0.085455;0.118681;14;18.000.000;2;0.000000;0;2;7;1.000.000
20.041.270;1.326.303;5.434.359;1.019.591;0.918936;2.597.045;0.500000;0.000000;24.600.000;11.333.333;0.062741;0.000000;2.322.348;6.601.996;4.036.460;2.565.536;11.677.572;5.866.667;3.283.333;5.346.032;13.760.562;22.085.714;10.209.524;35.366.667;20.495.238;0;0;0.000000;0;0.000000;0.231330;20;11.000.000;0;0.000000;0;0;5;0.000000
23.201.547;2.468.528;6.980.057;1.999.378;1.158.721;2.745.580;0.500000;0.000000;19.600.000;15.500.000;0.103175;0.000000;2.114.494;9.053.155;6.754.976;2.298.179;12.819.815;2.866.667;0.333333;2.251.190;12.672.585;17.683.333;15.400.000;62.466.667;14.000.000;6;0;0.000000;0;0.060662;0.288367;10;28.000.000;0;0.000000;0;0;1;0.000000
28.043.031;4.742.761;8.224.656;0.687184;1.188.469;3.778.393;4.833.333;0.000000;23.916.667;5.250.000;0.344877;0.000000;2.963.082;12.024.930;9.816.872;2.208.059;14.397.315;49.833.333;0.833333;12.283.333;21.019.769;26.666.667;30.000.000;;19.333.333;0;1;0.000000;0;0.000000;0.998584;26;27.000.000;1;1.000.000;0;5;10;1.000.000
19.710.965;5.392.690;4.500.299;0.496221;2.730.350;22.352.681;57.833.333;22.383.333;27.700.000;19.800.000;9.898.569;5.446.694;4.950.508;9.581.501;3.320.394;6.261.108;13.514.716;21.483.333;9.166.667;9.120.238;39.167.276;;11.366.667;43.833.333;20.283.333;23;10;0.000000;1;0.193213;1.542.388;6;20.000.000;9;6.000.000;2;14;17;16.000.000
24.783.740;7.972.623;3.129.049;0.238439;3.878.177;19.366.456;50.085.714;13.745.238;21.519.048;13.569.048;9.986.783;3.424.191;4.313.122;9.534.403;6.127.339;3.407.064;12.806.474;44.183.333;5.333.333;9.871.140;38.227.813;;3.166.667;;19.116.667;21;11;0.000000;2;0.981539;2.801.228;5;34.000.000;2;3.000.000;10;8;12;19.000.000
36.781.494;14.007.158;5.625.653;0.243590;5.508.691;28.828.739;40.321.212;31.250.000;34.590.909;8.424.242;8.728.613;9.303.134;7.842.692;17.511.433;10.311.263;7.200.170;16.877.144;29.250.000;6.700.000;6.832.082;51.951.092;;9.033.333;;21.985.714;45;24;0.071429;5;0.768791;2.992.550;6;20.000.000;24;13.000.000;9;9;14;33.000.000
26.981.666;11.131.727;3.627.393;0.673260;3.242.537;19.259.945;42.060.895;20.775.397;31.941.703;14.804.401;8.047.572;4.912.648;5.423.071;16.327.825;7.801.744;8.526.081;12.396.199;24.033.333;9.366.667;4.715.018;37.960.183;;2.700.000;;;14;16;0.167832;5;1.016.836;1.843.409;7;28.000.000;4;5.000.000;3;11;15;20.000.000
30.357.831;18.236.790;5.554.805;1.627.736;4.244.692;17.765.580;51.071.429;10.835.714;24.261.905;9.283.333;9.245.863;2.748.493;4.890.941;10.045.394;7.702.511;2.342.883;14.283.731;17.250.000;12.283.333;6.667.857;39.863.647;;5.000.000;;21.033.333;31;23;0.104278;5;0.673184;1.169.316;13;23.000.000;1;10.000.000;6;14;16;24.000.000
25.341.907;14.193.720;2.576.039;0.306090;4.652.417;28.327.913;50.577.165;24.609.957;30.221.104;13.636.580;11.751.004;6.799.161;6.466.004;12.796.859;7.593.334;5.203.525;15.002.120;30.064.286;9.250.000;4.679.834;43.723.926;;0.000000;;13.709.524;51;16;0.000000;4;0.751524;2.265.916;8;28.000.000;4;19.000.000;12;9;12;16.000.000
12.776.696;8.735.056;2.510.916;0.118571;1.999.573;12.634.884;30.236.111;12.844.444;17.097.222;11.797.222;5.305.459;2.548.944;2.905.628;7.414.301;5.285.071;2.129.230;7.317.741;25.595.238;3.419.048;5.065.548;21.760.811;;6.116.667;28.452.381;24.869.048;18;6;0.000000;2;0.183066;0.675082;5;15.000.000;2;3.000.000;2;5;12;11.000.000
16.720.232;9.694.135;1.959.020;0.116964;2.210.963;16.811.550;39.466.270;27.432.937;19.483.333;12.316.667;5.813.553;5.720.137;3.128.736;8.518.769;5.168.371;3.350.398;8.770.287;27.408.333;8.833.333;4.194.877;30.553.268;;1.750.000;;23.230.556;9;13;0.000000;5;1.229.944;2.433.910;2;18.000.000;10;0.000000;3;5;6;16.000.000
17.310.769;9.233.995;3.531.453;0.280170;2.256.648;13.260.160;35.107.287;7.916.667;26.111.580;14.832.973;6.744.831;1.572.231;3.866.538;9.612.424;5.957.886;3.654.537;8.152.203;27.427.350;3.583.333;5.165.727;23.941.683;;7.950.000;;21.374.359;9;5;0.000000;2;0.626775;2.059.272;3;28.000.000;4;3.000.000;7;2;10;9.000.000
37.553.339;20.187.821;5.232.913;0.029412;6.805.257;43.494.267;70.264.286;37.683.333;47.176.190;25.733.333;17.786.704;10.634.153;12.001.074;18.028.879;8.858.334;9.170.546;16.981.048;32.683.333;12.666.667;6.784.524;68.714.913;;2.750.000;;14.083.333;32;43;0.045455;5;1.429.652;2.559.721;10;32.000.000;15;12.000.000;7;15;18;42.000.000
36.584.116;12.318.336;7.548.530;0.591342;5.066.456;29.350.359;64.533.333;21.183.333;36.583.333;17.700.000;13.665.132;5.857.541;7.419.566;13.494.902;8.123.480;5.371.422;12.705.524;33.333.333;10.250.000;4.342.857;48.122.460;;7.000.000;;24.333.333;33;14;0.266667;2;1.104.645;2.180.852;4;22.000.000;10;8.000.000;2;6;10;19.000.000
39.032.423;23.954.061;6.256.786;0.242857;6.458.666;38.511.100;56.700.000;36.900.000;47.250.000;23.583.333;13.773.066;10.696.882;12.504.608;22.541.337;11.652.668;10.888.670;17.729.710;41.250.000;14.666.667;5.783.333;70.504.781;;7.250.000;;;29;33;0.215909;6;1.683.929;2.809.281;4;30.000.000;2;7.000.000;2;15;16;46.000.000
19.033.314;3.916.448;4.858.891;0.293036;0.675551;4.852.945;2.583.333;0.000000;35.083.333;15.666.667;0.486177;0.000000;3.154.633;9.931.058;6.945.349;2.985.708;9.322.570;5.626.190;0.250000;4.780.159;15.571.921;21.751.190;8.458.333;35.269.048;22.960.714;4;0;1.510.433;0;0.134387;0.209389;17;8.000.000;5;2.000.000;0;2;10;0.000000
23.306.483;17.905.124;2.736.534;0.371795;3.013.289;35.466.726;70.500.000;37.675.000;36.975.000;12.816.667;14.450.154;9.631.066;8.704.257;14.212.778;6.543.729;7.669.049;14.273.256;42.725.000;10.666.667;8.992.857;59.268.924;;5.166.667;;19.491.667;37;13;0.052632;5;1.633.313;2.814.496;9;27.000.000;14;6.000.000;10;14;22;20.000.000
26.614.128;15.704.295;4.167.781;0.100490;3.697.105;24.794.259;58.535.714;10.383.333;40.046.429;17.433.333;11.232.668;2.449.523;9.981.325;14.944.401;8.585.497;6.358.904;13.268.201;60.722.222;1.650.000;4.102.381;36.341.287;;4.416.667;;;4;15;0.166667;0;1.016.607;0.601846;7;14.000.000;3;0.000000;7;4;6;14.000.000
48.061.446;25.811.532;9.070.568;2.116.476;1.896.788;8.106.388;25.666.667;9.216.667;4.666.667;2.166.667;3.651.505;3.039.194;0.300538;10.387.228;7.459.081;2.928.148;12.709.259;2.250.000;11.166.667;6.617.857;17.217.117;17.700.000;2.333.333;;;0;16;1.715.152;6;0.085455;0.000000;14;9.000.000;0;0.000000;6;0;2;9.000.000
51.527.057;48.374.499;11.849.011;3.524.818;2.280.798;12.237.260;21.095.238;17.219.048;6.333.333;2.183.333;3.509.508;4.312.717;1.085.918;15.613.266;10.968.418;4.644.848;11.115.949;9.083.333;5.333.333;5.980.159;18.327.765;19.083.333;4.666.667;;;10;19;2.330.610;15;0.441786;0.538503;11;7.000.000;2;1.000.000;3;2;7;19.000.000
39.767.447;20.642.098;8.494.774;0.707373;3.732.416;18.113.658;19.716.667;51.383.333;13.033.333;10.366.667;4.219.802;9.188.908;2.710.279;13.545.895;10.067.194;3.478.701;11.295.976;6.583.333;9.116.667;7.750.000;30.903.508;;1.916.667;;;4;17;0.000000;7;1.396.527;3.182.536;16;25.000.000;27;2.000.000;0;2;10;11.000.000
49.732.940;25.299.802;6.184.998;5.970.298;2.625.674;10.633.379;10.200.000;25.433.333;7.216.667;3.716.667;1.594.546;5.433.618;0.821054;15.612.558;12.922.340;2.690.217;10.792.207;3.166.667;11.000.000;4.464.286;21.842.335;;11.950.000;;19.144.444;4;10;0.125000;11;0.073333;1.041.833;8;14.000.000;2;3.000.000;3;4;11;7.000.000
52.281.799;21.150.250;11.794.993;2.690.285;1.587.519;11.804.570;21.000.000;18.433.333;6.900.000;5.400.000;2.667.363;4.301.884;0.997464;11.664.439;8.392.802;3.271.637;14.908.016;2.000.000;14.366.667;5.680.433;21.951.594;17.933.333;10.350.000;;;0;14;3.377.904;14;0.323167;0.275550;8;4.000.000;0;0.000000;6;3;8;9.000.000
17.979.130;12.264.673;3.821.696;1.641.738;1.059.031;4.046.193;5.916.667;6.333.333;2.083.333;2.083.333;1.151.939;1.621.287;0.272967;4.439.434;4.185.910;0.253523;4.980.818;0.333333;6.166.667;0.601190;5.035.541;5.333.333;5.333.333;;;0;2;1.200.000;6;0.083333;0.029412;6;1.000.000;0;0.000000;1;1;3;1.000.000
41.381.046;20.411.099;7.693.706;2.190.690;2.208.744;10.715.460;20.333.333;19.500.000;5.200.000;1.200.000;2.317.062;4.147.749;0.942098;11.001.620;8.787.912;2.213.708;12.497.860;9.083.333;6.833.333;3.749.603;18.086.750;;11.950.000;;24.033.333;1;11;1.862.155;13;0.202866;1.062.569;14;8.000.000;2;1.000.000;1;3;12;9.000.000
66.153.426;33.420.132;13.285.714;1.355.618;2.773.432;11.877.237;18.600.000;15.116.667;6.233.333;1.950.000;2.989.785;4.558.373;1.188.619;14.968.463;13.075.578;1.892.884;17.745.342;6.333.333;5.833.333;5.508.333;21.479.516;26.000.000;7.000.000;;11.000.000;0;17;3.504.019;13;0.043478;0.246567;7;8.000.000;0;0.000000;8;3;7;11.000.000
61.528.728;30.312.916;19.567.512;0.823072;3.467.181;13.564.168;13.333.333;21.583.333;5.333.333;4.333.333;2.253.457;7.289.499;1.132.173;16.972.471;13.868.058;3.104.414;20.425.300;5.583.333;11.333.333;4.983.333;23.528.406;24.166.667;14.416.667;;;0;21;3.577.376;12;0.302020;0.275421;12;4.000.000;1;1.000.000;11;8;10;14.000.000
63.909.757;18.525.304;12.302.612;0.691653;3.270.525;15.412.907;11.716.667;30.950.000;9.150.000;7.916.667;2.300.599;6.825.213;2.191.640;16.878.727;12.287.035;4.591.693;18.266.729;3.166.667;10.166.667;2.576.190;24.180.674;29.083.333;18.166.667;;12.583.333;5;12;2.024.542;13;0.183824;0.922378;12;24.000.000;3;1.000.000;6;6;15;8.000.000
45.079.802;20.626.783;10.345.635;1.950.928;1.277.668;11.736.533;21.316.667;25.150.000;16.366.667;14.866.667;2.441.770;5.264.288;2.223.714;15.935.988;13.742.567;2.193.421;15.345.344;7.783.333;12.450.000;6.155.769;26.257.047;;14.166.667;;18.783.333;3;12;2.591.809;13;0.375329;1.269.739;12;8.000.000;9;3.000.000;6;8;14;11.000.000
41.738.571;14.972.852;9.509.348;0.991055;1.264.075;5.813.690;6.000.000;9.400.000;10.283.333;5.950.000;0.867593;2.027.691;1.464.465;11.652.515;9.393.178;2.259.337;17.763.854;2.033.333;15.366.667;6.706.349;16.623.111;;19.166.667;;13.966.667;1;5;0.833333;4;0.395379;0.302782;13;4.000.000;1;1.000.000;4;2;7;2.000.000
51.602.343;25.264.865;16.463.293;1.434.439;3.539.648;14.854.575;13.683.333;22.854.762;5.266.667;4.683.333;3.685.183;6.555.519;0.856236;15.647.114;12.969.387;2.677.727;14.313.056;4.000.000;7.750.000;3.338.034;18.923.765;;8.750.000;;10.333.333;0;12;2.452.632;16;0.071429;0.351123;9;8.000.000;2;1.000.000;5;3;9;7.000.000
69.233.338;26.830.014;18.206.939;2.167.640;1.484.902;8.075.732;10.633.333;12.933.333;7.833.333;1.333.333;1.329.664;3.201.158;0.895520;16.747.981;13.970.074;2.777.907;21.474.756;5.000.000;14.500.000;4.825.000;18.143.616;;17.000.000;;13.250.000;1;9;2.265.476;10;0.192157;0.121324;10;4.000.000;0;1.000.000;4;2;3;9.000.000
39.705.998;12.781.605;6.599.493;1.372.864;3.324.096;12.654.512;14.933.333;24.916.667;6.033.333;4.500.000;2.305.505;5.870.566;0.900168;10.876.068;8.833.175;2.042.893;12.315.242;4.833.333;17.166.667;5.740.079;19.847.439;;12.416.667;;23.083.333;3;17;0.542763;14;0.182258;0.227333;7;6.000.000;1;2.000.000;13;5;13;8.000.000
31.989.511;1.439.687;9.289.198;0.255252;3.143.148;9.411.469;2.142.857;13.900.000;21.685.714;9.783.333;0.324390;3.133.086;5.027.248;7.306.985;5.951.590;1.355.395;13.122.908;8.633.333;4.500.000;4.852.778;22.442.347;25.716.667;6.066.667;;20.966.667;3;19;0.000000;0;0.417869;0.792658;9;4.000.000;2;0.000000;0;5;12;19.000.000
30.662.970;0.791667;8.983.558;0.289261;0.289035;2.443.605;0.000000;0.000000;24.666.667;14.583.333;0.000000;0.041667;1.916.103;8.898.565;7.742.171;1.156.394;11.957.691;17.333.333;0.333333;11.057.648;16.433.501;36.916.667;20.666.667;57.750.000;19.416.667;0;0;0.000000;0;0.000000;0.058824;18;10.000.000;0;0.000000;0;2;4;1.000.000
30.374.016;0.961355;12.264.990;0.623945;0.248230;0.937960;0.000000;0.000000;9.500.000;9.500.000;0.000000;0.000000;0.609216;9.661.650;8.107.174;1.554.476;11.486.585;5.166.667;5.666.667;5.838.095;15.295.154;23.783.333;33.283.333;;20.183.333;0;0;0.250000;0;0.399774;0.420014;9;7.000.000;0;0.000000;0;2;6;0.000000
14.814.435;1.332.011;4.485.550;0.238255;1.145.345;5.095.891;5.700.000;0.000000;26.498.810;10.283.333;0.398911;0.000000;3.762.943;5.820.315;4.091.200;1.729.115;9.346.771;4.316.667;3.833.333;5.566.098;14.775.825;21.910.714;10.253.571;;21.278.571;1;2;0.000000;0;0.087689;0.142196;6;7.000.000;4;1.000.000;0;3;8;4.000.000
23.665.864;2.655.232;6.910.954;1.517.841;1.022.696;3.262.301;0.333333;0.000000;21.666.667;13.333.333;0.026316;0.000000;2.471.004;9.295.597;7.497.277;1.798.320;12.841.056;12.250.000;2.250.000;4.402.381;13.666.459;28.500.000;13.833.333;;;5;0;0.000000;0;0.104167;0.168362;15;16.000.000;0;2.000.000;0;4;8;1.000.000
26.151.873;2.541.228;5.714.197;2.347.343;1.316.223;3.514.442;2.583.333;0.000000;17.916.667;14.916.667;1.065.362;0.000000;2.144.167;10.315.209;6.493.108;3.822.102;11.205.316;4.416.667;0.000000;7.127.814;16.717.913;18.083.333;15.616.667;22.866.667;19.233.333;10;0;0.000000;0;0.100000;0.116206;5;17.000.000;3;3.000.000;0;1;5;3.000.000
25.259.326;1.914.584;8.367.508;1.804.635;0.595587;2.231.922;5.000.000;0.000000;19.500.000;10.750.000;0.265276;0.000000;1.798.455;11.650.722;10.104.883;1.545.839;10.068.323;5.500.000;0.333333;3.584.957;14.811.836;24.033.333;10.366.667;;13.800.000;3;0;0.000000;0;0.037037;0.019608;7;8.000.000;0;2.000.000;0;8;12;0.000000
28.598.307;7.249.339;6.511.223;0.148352;2.891.597;8.582.515;7.933.333;2.000.000;30.200.000;4.000.000;1.598.476;0.171679;5.699.149;8.610.547;6.998.869;1.611.679;10.113.441;83.433.333;1.666.667;2.376.190;18.532.100;19.916.667;10.500.000;;22.450.000;2;1;0.343180;0;0.073333;1.326.732;11;6.000.000;2;1.000.000;5;5;9;1.000.000
24.742.756;3.461.163;4.832.451;0.917676;0.313083;0.910592;0.500000;0.000000;8.500.000;6.500.000;0.029412;0.000000;0.682595;8.954.016;7.987.044;0.966971;13.074.023;26.000.000;0.333333;4.051.190;13.257.336;15.583.333;18.333.333;39.166.667;;0;0;0.033333;0;0.162260;0.456101;10;11.000.000;0;0.000000;0;6;15;0.000000
22.570.557;5.158.154;6.297.281;0.277746;0.220896;1.498.026;1.500.000;0.000000;16.166.667;9.000.000;0.049499;0.000000;1.220.228;5.928.734;5.073.713;0.855021;10.611.217;31.333.333;2.833.333;2.569.048;10.634.101;18.509.524;20.409.524;;17.085.714;3;0;0.831390;0;0.065163;0.316849;10;9.000.000;1;0.000000;0;1;4;0.000000
26.058.035;3.494.327;6.695.955;1.932.279;1.475.211;3.644.384;0.000000;0.000000;22.066.667;6.500.000;0.000000;0.000000;3.512.369;15.754.811;12.559.496;3.195.315;11.605.187;61.416.667;1.000.000;2.226.190;14.625.062;;17.333.333;;;0;1;0.000000;0;0.112667;1.321.680;18;19.000.000;2;0.000000;0;2;5;1.000.000
23.652.216;2.169.085;6.529.900;0.472158;1.085.597;2.828.107;9.083.333;0.000000;17.000.000;10.500.000;0.817938;0.000000;1.854.578;8.401.809;7.066.327;1.335.482;11.937.560;5.426.190;6.500.000;5.691.342;12.439.373;15.292.857;10.059.524;40.321.429;22.133.333;0;0;0.027027;0;0.000000;0.240740;8;18.000.000;2;0.000000;0;3;4;0.000000
21.927.812;6.007.361;5.878.890;0.315434;0.694831;1.402.320;0.833333;0.000000;11.333.333;8.333.333;0.149873;0.000000;1.158.796;7.615.285;6.790.043;0.825243;10.642.974;23.500.000;1.200.000;1.128.571;8.469.352;14.416.667;12.833.333;;11.100.000;2;0;0.000000;0;0.066964;0.118248;12;5.000.000;0;1.000.000;0;0;3;0.000000
25.501.104;0.506829;8.650.452;0.379901;0.520362;1.266.883;0.000000;0.000000;4.750.000;3.000.000;0.000000;0.000000;0.753922;11.928.142;8.743.706;3.184.435;14.117.145;5.500.000;1.000.000;0.976190;11.636.322;13.033.333;17.500.000;35.608.333;18.783.333;0;0;0.000000;0;0.000000;0.281685;16;4.000.000;0;0.000000;0;2;5;0.000000
37.239.328;1.723.768;16.420.350;7.156.422;0.738163;1.902.989;0.000000;0.000000;16.250.000;13.500.000;0.000000;0.000000;1.654.569;21.715.143;18.282.454;3.432.688;13.215.736;9.780.952;1.000.000;4.150.433;14.056.673;13.676.190;16.092.857;;16.652.381;1;0;0.000000;0;0.788346;0.393617;16;10.000.000;1;0.000000;0;2;4;0.000000
24.196.953;3.906.337;7.848.600;1.582.050;0.470008;1.379.935;1.333.333;0.000000;12.333.333;2.500.000;0.149733;0.000000;1.076.252;9.589.383;8.063.324;1.526.059;11.921.227;45.033.333;1.000.000;1.604.762;12.298.750;9.366.667;26.233.333;;22.800.000;1;0;0.000000;0;0.200000;0.278405;5;8.000.000;2;1.000.000;0;2;7;0.000000
25.210.749;3.273.732;12.621.169;1.068.533;1.282.424;3.157.575;0.000000;0.000000;18.250.000;5.500.000;0.000000;0.000000;2.577.889;10.907.360;9.251.105;1.656.255;10.232.572;12.083.333;1.450.000;5.586.147;15.704.327;25.333.333;11.366.667;36.750.000;;6;1;0.000000;0;0.070197;0.627304;7;10.000.000;0;2.000.000;0;3;8;1.000.000
23.575.335;5.107.087;5.016.996;0.278239;2.113.641;4.684.267;1.833.333;1.166.667;19.916.667;7.916.667;0.590278;0.296995;3.365.376;7.222.665;5.130.878;2.091.788;12.902.781;25.083.333;2.283.333;2.658.333;14.929.982;15.335.714;17.526.190;;11.114.286;0;2;0.000000;0;0.074074;0.521136;9;7.000.000;4;0.000000;2;2;2;2.000.000
18.472.532;2.861.317;6.294.727;0.542372;2.904.813;9.601.849;11.516.667;1.633.333;21.800.000;2.416.667;3.128.225;0.270446;4.717.940;7.275.227;4.623.403;2.651.824;9.607.530;41.026.190;2.366.667;6.085.390;17.136.288;24.095.238;5.083.333;;13.545.238;0;2;0.138528;0;0.625397;0.290300;7;8.000.000;0;0.000000;0;4;14;2.000.000
22.170.172;1.591.181;6.375.235;0.466915;0.403818;0.905884;0.166667;0.000000;5.166.667;4.500.000;0.088889;0.000000;0.526407;6.545.061;6.940.408;-0.395347;10.031.281;31.464.286;0.750000;0.862338;8.693.767;15.976.190;19.976.190;;11.464.286;0;0;0.020000;0;0.016667;0.199724;14;3.000.000;1;0.000000;0;0;2;0.000000
37.034.919;4.107.041;2.871.329;0.974458;0.612862;3.341.441;0.000000;0.000000;28.500.000;4.000.000;0.000000;0.000000;2.808.082;12.836.324;10.349.324;2.487.000;13.697.828;6.000.000;1.500.000;2.283.333;13.771.270;0.833333;38.333.333;;5.666.667;0;0;0.000000;0;0.239899;0.064777;12;10.000.000;0;0.000000;0;1;2;0.000000
27.788.507;6.374.509;5.013.719;2.760.287;0.609263;1.630.185;4.500.000;0.000000;15.833.333;8.333.333;0.299183;0.000000;1.289.336;11.535.895;9.725.936;1.809.959;14.849.589;32.750.000;0.000000;4.100.000;13.998.231;9.833.333;28.500.000;;17.416.667;0;1;0.000000;0;0.112500;0.376188;17;11.000.000;0;0.000000;0;0;3;1.000.000
27.558.343;1.886.429;7.648.622;0.463905;1.695.105;5.252.908;6.666.667;0.500000;18.666.667;12.250.000;1.276.464;0.071429;2.451.060;8.964.452;7.725.128;1.239.324;11.907.255;13.333.333;5.616.667;5.256.349;20.097.651;18.916.667;16.333.333;43.366.667;16.666.667;2;1;0.000000;0;0.197632;0.560671;10;10.000.000;0;0.000000;0;4;10;1.000.000
21.900.380;4.592.735;3.788.747;1.017.454;0.199741;0.710006;0.000000;0.000000;10.166.667;8.833.333;0.000000;0.000000;0.647279;9.590.653;8.310.264;1.280.389;9.915.904;8.333.333;0.833333;1.922.222;8.029.025;7.500.000;15.583.333;;18.933.333;0;0;0.000000;0;0.086957;0.525434;13;6.000.000;0;0.000000;0;1;5;0.000000
27.801.186;7.600.753;3.622.241;1.183.863;0.923309;1.695.531;0.000000;0.000000;12.166.667;5.500.000;0.125000;0.000000;1.417.754;12.887.154;9.166.036;3.721.118;12.522.386;21.500.000;1.000.000;1.866.667;14.136.710;3.500.000;36.033.333;;;0;3;0.070238;0;0.207251;0.641671;8;21.000.000;0;0.000000;0;1;5;3.000.000
40.298.180;3.622.336;7.742.520;1.784.077;0.677927;1.544.171;8.000.000;0.000000;8.000.000;7.000.000;0.691579;0.000000;0.759999;13.244.621;11.162.860;2.081.761;12.077.233;65.400.000;0.000000;2.309.524;18.495.835;17.066.667;43.400.000;;13.400.000;3;0;0.000000;0;0.000000;0.334499;11;10.000.000;0;1.000.000;0;0;3;2.000.000
37.542.354;3.206.402;9.395.350;3.687.598;0.321798;0.988429;5.000.000;0.000000;7.000.000;6.000.000;0.350580;0.000000;0.605590;10.084.754;7.924.386;2.160.368;15.871.228;9.250.000;2.166.667;7.935.256;15.193.488;12.083.333;25.416.667;inf;13.000.000;0;0;0.000000;0;0.000000;0.234932;15;10.000.000;0;0.000000;0;2;9;0.000000
